run,checkpoint,checkpoint_sha256,mode,metric,generated,released,absolute_difference
best_epoch_098,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/epoch_098.ckpt,3c453af4af568456cfb8c6b362e8f60c953f246d194cd060229faf5d84044682,predicted_centers,std_distance_error,2.441033124923706,2.441033363342285,2.384185791015625e-07
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,all_groundtruth_centers,n,145.0,145.0,0.0
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,all_groundtruth_centers,mean_angle_error,24.691797256469727,25.305946350097656,0.6141490936279297
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,all_groundtruth_centers,std_angle_error,28.13134765625,28.017927169799805,0.11342048645019531
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,all_groundtruth_centers,mean_length_error,1.945826530456543,1.943732738494873,0.002093791961669922
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,all_groundtruth_centers,std_length_error,1.518802285194397,1.580136775970459,0.06133449077606201
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,all_groundtruth_centers,mean_distance_error,0.6222168803215027,0.6222168803215027,0.0
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,all_groundtruth_centers,std_distance_error,0.5015391707420349,0.5015391707420349,0.0
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,matched_groundtruth_centers,n,124.0,124.0,0.0
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,matched_groundtruth_centers,mean_angle_error,25.73514747619629,26.309328079223633,0.5741806030273438
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,matched_groundtruth_centers,std_angle_error,31.802370071411133,32.02009582519531,0.2177257537841797
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,matched_groundtruth_centers,mean_length_error,2.010925769805908,2.0183234214782715,0.007397651672363281
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,matched_groundtruth_centers,std_length_error,1.4851124286651611,1.5754529237747192,0.0903404951095581
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,matched_groundtruth_centers,mean_distance_error,0.6364278197288513,0.6364277601242065,5.960464477539063e-08
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,matched_groundtruth_centers,std_distance_error,0.5226491689682007,0.5226491689682007,0.0
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,predicted_centers,n,124.0,124.0,0.0
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,predicted_centers,mean_angle_error,38.66634750366211,37.46913146972656,1.1972160339355469
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,predicted_centers,std_angle_error,47.050968170166016,45.57941436767578,1.4715538024902344
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,predicted_centers,mean_length_error,2.252091646194458,2.1517438888549805,0.10034775733947754
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,predicted_centers,std_length_error,2.0234315395355225,2.0729737281799316,0.04954218864440918
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,predicted_centers,mean_distance_error,3.668400526046753,3.668400526046753,0.0
last_last,DARE3d_data_190326/Gastruloid_241025/weights/regression3d_exp10-b/checkpoints/last.ckpt,beb1eda1aa0fac08a25b36f9a68e5ec3852c379e3b3e3834ff72896939d9cf8b,predicted_centers,std_distance_error,2.441033124923706,2.441033363342285,2.384185791015625e-07
