path,shape,dtype,axes,pages,bytes,min,max
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_29.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_3.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_30.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_31.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_4.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_5.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_6.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_7.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_8.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_9.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_0.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_1.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_10.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_11.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_12.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_13.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_14.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_15.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_16.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_17.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_18.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_19.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_2.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_20.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_21.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_22.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_23.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_24.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_25.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_26.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_27.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_28.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_29.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_3.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_30.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_31.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_4.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_5.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_6.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_7.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_8.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/pred_9.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/segmentation3d_new_set_og/runs/12-01-26/movie_I2/movie_I2_fn.tif,21x10x1024x1024,uint16,QQYX,210,440436886,0.0,1.0
DARE3d_data_190326/Neural_tube_160226/segmentation3d_new_set_og/runs/12-01-26/movie_I2/movie_I2_fp.tif,21x10x1024x1024,uint16,QQYX,210,440436886,0.0,1.0
DARE3d_data_190326/Neural_tube_160226/segmentation3d_new_set_og/runs/12-01-26/movie_I2/movie_I2_pred.tif,21x10x1024x1024,uint16,QQYX,210,440436886,0.0,115.0
DARE3d_data_190326/Neural_tube_160226/segmentation3d_new_set_og/runs/12-01-26/movie_I2/movie_I2_true.tif,21x10x1024x1024,uint16,QQYX,210,440436886,0.0,115.0
DARE3d_data_190326/Neural_tube_160226/segmentation3d_new_set_og/runs/12-01-26/movie_I2.tif,21x10x1024x1024,float16,QQYX,210,440439394,0.0,1.0
