path,shape,dtype,axes,pages,bytes,min,max
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/im_3.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/im_30.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/im_31.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/im_4.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/im_5.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/im_6.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/im_7.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/im_8.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/im_9.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_0.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_1.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_10.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_11.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_12.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_13.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_14.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_15.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_16.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_17.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_18.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_19.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_2.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_20.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_21.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_22.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_23.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_24.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_25.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_26.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_27.tif,3x32x32x32,float32,QSYX,3,395048,,
DARE3d_data_190326/Neural_tube_160226/regression3d_new_set_og/runs/12-01-26/regression/0/label_28.tif,3x32x32x32,float32,QSYX,3,395048,,
