annotation_lookup_t,annotation_lookup_x,annotation_lookup_y,annotation_lookup_z,approximate_center_error_voxels,approximate_length_error_voxels,approximate_quaternion_error_deg,center_t,center_x,center_y,center_z,dataset,evaluated,exact_center_error_voxels,index,metric_basis,mode,nematic_axis_error_deg,predicted_decode_center_distance,predicted_decode_quality_ratio,predicted_length_npz,predicted_raster_span,skip_reason,truth_center_x,truth_center_y,truth_center_z,truth_decode_center_distance,truth_decode_quality_ratio,truth_length_from_label_centroids,truth_raster_span,truth_rendered_time_offset
,,,,0.35215366705471496,10.381449192787326,29.12251986165693,11.0,114.0,551.0,4.352153667054715,neural_tube_membrane,True,,37,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,38.712406281901615,0.18766993629044673,129.7664658425657,19.330677032470703,17.815039230937668,,,,,1.1073237432091836,1302.1117320167496,,29.71212622525803,0
,,,,0.5214005544352327,12.330196152292501,120.57164763219957,9.0,607.0,91.0,4.352153667054715,neural_tube_membrane,True,,38,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,26.47166987524261,1.1073237432091836,187.83842627566995,18.668926239013672,18.38313110721586,,,,,1.2576265987834327,1754.123667206894,,30.999122391306173,0
,,,,0.7317596917553352,19.742555307514174,73.267089847222,13.0,316.0,519.0,4.034296028880866,neural_tube_membrane,True,,39,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,74.47301984498249,0.8029583472471833,154.00806714169585,19.255475997924805,18.81318463648023,,,,,1.6578242167806774,1172.9052357584708,,38.99803130543898,0
,,,,1.1488116796754502,16.1623639924034,19.9047340757776,14.0,386.0,264.0,4.034296028880866,neural_tube_membrane,True,,40,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,10.371183988756473,0.8862687213694632,395.6379944120523,19.460384368896484,19.850714007122242,,,,,1.7566386862590713,1157.3677873131644,,35.622748361299884,0
,,,,0.14784633294528504,15.64697423865357,38.25795526666974,20.0,398.0,301.0,4.352153667054715,neural_tube_membrane,True,,41,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,16.969381043606234,1.1073237432091836,273.28420667973813,19.06450080871582,19.04371395292722,,,,,1.084852173284718,1139.3597249098789,,34.71147504736939,0
,,,,0.5214005544352327,13.94094345400967,43.01128080868642,12.0,217.0,409.0,4.352153667054715,neural_tube_membrane,True,,42,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,26.006828527111594,1.1073237432091836,236.52993792259628,18.631452560424805,18.839860846757436,,,,,0.7705444618710091,1243.3561322742073,,32.572396014434474,0
,,,,0.5214005544352327,11.595967026996082,28.934662135652985,13.0,673.0,106.0,4.352153667054715,neural_tube_membrane,True,,43,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,45.6897165382347,1.1073237432091836,311.22603163535746,19.20907211303711,19.441211332015307,,,,,0.7716641059536936,797.2165939879333,,30.80503914003319,0
,,,,0.35215366705471496,13.579921762940998,63.84686944460232,6.0,400.0,688.0,4.352153667054715,neural_tube_membrane,True,,44,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,78.84023136004622,0.9937974557240147,156.42893361935535,17.691057205200195,17.277401902020742,,,,,1.1073237432091836,960.6016485744603,,31.270978968141193,0
,,,,0.852153667054715,13.735136022658395,55.36609526512746,15.0,245.0,103.0,4.647846332945285,neural_tube_membrane,True,,45,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,16.671301720799875,1.348165866670692,331.34343657656876,18.54486656188965,19.032795411366575,,,,,0.7899444317292723,995.3490723689414,,32.28000258454804,0
,,,,1.034296028880866,14.686839916627399,42.4532087824714,9.0,730.0,530.0,4.034296028880866,neural_tube_membrane,True,,46,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,29.479618012982346,0.8862687213694632,340.69952853777517,18.6885986328125,19.035345472744602,,,,,1.689397615790787,993.4892995459545,,33.3754385494399,0
,,,,1.034296028880866,16.445202155044228,39.06268355245152,4.0,84.0,216.0,4.034296028880866,neural_tube_membrane,True,,47,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,28.030781919204625,0.8862687213694632,208.41768256277467,18.76880645751953,19.6549704073805,,,,,1.689397615790787,651.8938575948092,,35.21400861256376,0
,,,,1.034296028880866,10.94409813124394,34.454678318201246,7.0,422.0,114.0,4.034296028880866,neural_tube_membrane,True,,48,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,23.472219160524872,0.8539276554836145,445.1245515440915,19.029985427856445,18.80832691256213,,,,,1.689397615790787,976.6247361581374,,29.974083559100386,0
,,,,0.5214005544352327,12.04017747141345,35.34964282577075,12.0,112.0,400.0,4.352153667054715,neural_tube_membrane,True,,49,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,20.201920738129786,1.1073237432091836,372.20253068200685,18.43587875366211,19.030105334257435,,,,,1.0640180862623216,979.1527067997386,,30.47605622507556,0
,,,,1.2529039370034436,14.497570948040504,15.310925479917945,18.0,582.0,688.0,4.034296028880866,neural_tube_membrane,True,,50,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,10.465828229593289,0.8862687213694632,303.4199222794602,19.634525299072266,19.242204877844724,,,,,1.4914388860237233,1253.9265117234677,,34.13209624711277,0
,,,,1.1488116796754502,12.950522209307003,87.34916901184549,11.0,693.0,298.0,4.034296028880866,neural_tube_membrane,True,,51,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,32.887015195550084,0.7999412853588098,279.90472085608405,18.4462947845459,17.452046804552495,,,,,1.6804138974489575,968.8898361223554,,31.3968169938529,0
,,,,0.14784633294528504,12.027126420245875,40.28786802568384,18.0,616.0,253.0,4.352153667054715,neural_tube_membrane,True,,52,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,71.06144281188456,0.7522601445822645,70.58032186173291,19.36869239807129,17.911338705456615,,,,,0.7899444317292723,981.8966818948194,,31.395818818317164,0
,,,,0.7317596917553352,17.082731773970536,20.500733158077715,17.0,806.0,202.0,4.034296028880866,neural_tube_membrane,True,,53,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,11.525812708963233,0.8862687213694632,322.5865760606406,18.76383399963379,18.83505637516513,,,,,1.24263631311044,1089.9246617090255,,35.846565773604325,0
,,,,0.7223977700445704,15.176211958071889,40.60730306494055,12.0,719.0,713.0,4.352153667054715,neural_tube_membrane,True,,54,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,24.945291710259852,1.069322451634364,244.73338405711024,19.05605125427246,18.36198398481745,,,,,1.0609350880907056,977.7588590222699,,34.23226321234435,0
,,,,1.1488116796754502,12.045660759136375,45.845981620995886,19.0,27.0,481.0,4.034296028880866,neural_tube_membrane,True,,55,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,70.29331368326164,0.7149669160951367,111.74446713376952,19.46043586730957,16.40361034071592,,,,,1.6798339447747055,943.4713508924622,,31.506096626445945,0
,,,,0.5214005544352327,17.991288288890033,85.97834055466922,15.0,1000.0,625.0,4.352153667054715,neural_tube_membrane,True,,56,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,35.4161957265578,1.1073237432091836,321.0149001762194,18.89738655090332,18.827172563480048,,,,,0.7750932684745757,1160.291434630854,,36.88867483979335,0
,,,,0.852153667054715,11.701923022892085,48.57552903991946,8.0,157.0,557.0,4.647846332945285,neural_tube_membrane,True,,57,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,27.229958744685845,1.348165866670692,354.9315503886059,19.1838436126709,19.661217324429956,,,,,0.7899444317292723,1116.3814571900036,,30.885766635562984,0
,,,,0.5214005544352327,13.663807359423146,70.79298333264911,11.0,348.0,479.0,4.352153667054715,neural_tube_membrane,True,,58,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,43.513538798242294,1.1073237432091836,232.96812344012852,18.34857940673828,17.2849164166535,,,,,0.5992414025081777,1458.010333417552,,32.01238676616143,0
,,,,1.034296028880866,15.15558599929691,27.867122913143994,18.0,220.0,243.0,4.034296028880866,neural_tube_membrane,True,,59,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,15.024599781582646,0.8862687213694632,360.827477224001,19.160442352294922,18.823501000545726,,,,,1.689397615790787,1057.2643498686634,,34.31602835159183,0
,,,,0.35215366705471496,12.983751381582284,40.508899244484404,17.0,76.0,82.0,4.352153667054715,neural_tube_membrane,True,,60,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,49.1623820381889,1.1073237432091836,313.50128995021555,18.534528732299805,17.966469572514733,,,,,1.1073237432091836,767.2640531739639,,31.51828011388209,0
,,,,1.034296028880866,11.980107707194332,47.70997029708875,19.0,617.0,403.0,4.034296028880866,neural_tube_membrane,True,,61,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,47.204338402539285,0.6404918673805544,108.05806059842737,19.81313133239746,17.698225873377996,,,,,1.689397615790787,978.2518482112218,,31.793239039591793,0
,,,,1.034296028880866,17.338115645174497,47.59985890809223,13.0,440.0,295.0,4.034296028880866,neural_tube_membrane,True,,62,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,40.61008091954234,0.8862687213694632,306.70210438890945,18.924272537231445,19.048082355097527,,,,,1.689397615790787,1168.9965601263186,,36.26238818240594,0
,,,,1.034296028880866,14.966082121501437,59.94556293865861,8.0,925.0,540.0,4.034296028880866,neural_tube_membrane,True,,63,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,18.335148379980676,0.8862687213694632,282.41105409045264,19.251014709472656,19.852654999654106,,,,,1.689397615790787,1306.486796808173,,34.21709683097409,0
,,,,1.1488116796754502,13.718821500256162,29.46043981280011,20.0,156.0,203.0,4.034296028880866,neural_tube_membrane,True,,64,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,5.983873983240935,0.8862687213694632,255.3070996134887,18.488248825073242,17.71630092997874,,,,,1.6804138974489575,1108.5112071916928,,32.207070325329404,0
,,,,1.034296028880866,16.282759583835684,56.19811512306747,7.0,35.0,349.0,4.034296028880866,neural_tube_membrane,True,,65,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,48.82517094200935,1.0819244015609544,138.8740783180236,19.515295028686523,18.154115522521902,,,,,1.689397615790787,1305.4366063745772,,35.79805461252221,0
,,,,1.034296028880866,12.549232830515834,26.066389661235522,16.0,360.0,241.0,4.034296028880866,neural_tube_membrane,True,,66,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,8.872069874382959,0.8862687213694632,302.66867486555583,18.981185913085938,19.252045823039058,,,,,1.689397615790787,773.4800919051058,,31.53041874360177,0
,,,,0.6115653728098763,16.152306470771578,31.28252454134952,11.0,174.0,621.0,4.352153667054715,neural_tube_membrane,True,,67,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,16.5856767534877,1.1073237432091836,234.9052717650731,18.515047073364258,19.640169895609297,,,,,1.0950615048641077,1260.5404803504323,,34.667353544135835,0
,,,,0.14784633294528504,16.538963966701232,66.36770673140329,3.0,292.0,570.0,4.352153667054715,neural_tube_membrane,True,,68,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,84.18166447382104,1.1073237432091836,317.23355974430893,18.812379837036133,19.87351105989663,,,,,0.7899444317292723,1215.3666908826895,,35.351343803737365,0
,,,,1.034296028880866,17.808829428850828,61.58476611756272,18.0,726.0,342.0,4.034296028880866,neural_tube_membrane,True,,69,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,45.40393841018043,0.7105576008465493,209.78920094249264,18.974937438964844,18.356955531978123,,,,,1.689397615790787,1043.7230164237308,,36.78376686781567,0
,,,,0.14784633294528504,10.225665863113889,44.33556416979391,18.0,486.0,109.0,4.352153667054715,neural_tube_membrane,True,,70,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,63.71317978971385,0.974345761404697,148.69048978724865,18.78804588317871,16.800168939818047,,,,,0.7899444317292723,1208.7194107733706,,29.0137117462926,0
,,,,1.034296028880866,10.09463199287254,24.69632435923583,18.0,352.0,198.0,4.034296028880866,neural_tube_membrane,True,,71,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,12.760439246794219,0.8862687213694632,260.52699289580784,18.236454010009766,18.605287570390857,,,,,1.689397615790787,787.8492410541744,,28.331086002882305,0
,,,,1.034296028880866,11.02409712616586,90.87202695043014,14.0,775.0,454.0,4.034296028880866,neural_tube_membrane,True,,72,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,45.81129418351117,0.8862687213694632,257.1350899369195,18.413156509399414,18.819653615412847,,,,,1.689397615790787,742.1840595492115,,29.437253635565273,0
,,,,0.5214005544352327,14.008909417193546,47.56182714600889,15.0,246.0,691.0,4.352153667054715,neural_tube_membrane,True,,73,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,20.835398567084404,1.1073237432091836,225.81713856472564,17.813642501831055,16.575674685629473,,,,,0.931072276714909,798.6125116794251,,31.8225519190246,0
,,,,0.14784633294528504,18.40758214184695,37.14466491366994,3.0,974.0,543.0,4.352153667054715,neural_tube_membrane,True,,74,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,33.96390258902476,0.7748379914622773,148.60813790958835,18.927696228027344,18.932138639099755,,,,,0.7899444317292723,1214.338816561976,,37.335278369874295,0
,,,,0.14784633294528504,12.276793708182204,59.13287369788749,6.0,735.0,37.0,4.352153667054715,neural_tube_membrane,True,,75,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,82.60914683044349,1.0755878289558767,164.23788360156647,18.737314224243164,19.2236584294861,,,,,0.7899444317292723,1157.9993146947506,,31.014107932425368,0
,,,,1.2529039370034436,12.754106301456922,29.34012809515257,8.0,903.0,377.0,4.034296028880866,neural_tube_membrane,True,,76,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,18.332562216648544,0.8862687213694632,188.8903587736701,17.986114501953125,16.817850379634343,,,,,1.671381892099946,729.0526515775366,,30.740220803410047,0
,,,,0.534296028880866,15.518958477961988,20.18132956352571,11.0,590.0,239.0,4.034296028880866,neural_tube_membrane,True,,77,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,9.422590904540437,0.8862687213694632,203.64039314173027,18.45160484313965,17.291394565447643,,,,,1.2529039370034436,1083.3552971325707,,33.970563321101636,0
,,,,0.14784633294528504,17.69687477632067,43.84709373172714,10.0,827.0,656.0,4.352153667054715,neural_tube_membrane,True,,78,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,21.78777708690536,1.1073237432091836,253.82556836235108,18.106266021728516,18.389356198862348,,,,,0.7899444317292723,1528.5943646899498,,35.803140798049185,0
,,,,1.034296028880866,6.396047878353279,43.9484455707932,5.0,325.0,715.0,4.034296028880866,neural_tube_membrane,True,,79,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,52.1165545257943,0.46722227560467167,116.38172420870589,19.576007843017578,17.67873632883152,,,,,1.689397615790787,561.9536626717464,,25.972055721370857,0
,,,,0.14784633294528504,19.832783090790215,33.431980254186705,5.0,699.0,246.0,4.352153667054715,neural_tube_membrane,True,,80,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,10.61789769833519,1.1073237432091836,266.50053819450517,19.07512092590332,19.44433799291849,,,,,0.7899444317292723,2699.675584177491,,38.907904016693536,0
,,,,0.852153667054715,12.602376400855984,47.698308950979275,19.0,440.0,186.0,4.647846332945285,neural_tube_membrane,True,,81,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,45.55305642569647,1.348165866670692,298.5109922641058,19.293201446533203,18.609220984223118,,,,,0.7899444317292723,1088.2850693767361,,31.895577847389188,0
,,,,0.5214005544352327,17.428860574360257,82.09661774661447,5.0,60.0,426.0,4.352153667054715,neural_tube_membrane,True,,82,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,29.410249597733422,1.1073237432091836,247.64299791576886,18.527544021606445,17.747483317391275,,,,,1.075353398353056,985.7719966343847,,35.9564045959667,0
,,,,1.034296028880866,12.505413371676148,45.357255662006345,5.0,553.0,176.0,4.034296028880866,neural_tube_membrane,True,,83,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,64.74014542166995,0.8617909772767228,288.9240187085407,18.649065017700195,18.366965246980644,,,,,1.689397615790787,1111.8630816057175,,31.154478389376344,0
,,,,1.034296028880866,17.824881590378126,31.361809971901234,9.0,822.0,527.0,4.034296028880866,neural_tube_membrane,True,,84,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,18.82787703413379,0.8862687213694632,290.50751444301835,18.532440185546875,18.82190009314504,,,,,1.689397615790787,1135.9310376090398,,36.357321775925,0
,,,,1.1488116796754502,11.398782896758654,40.06258837427638,9.0,998.0,477.0,4.034296028880866,neural_tube_membrane,True,,85,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,26.41410379529776,0.7583704082311818,301.83697266320894,19.147611618041992,18.384522020809527,,,,,1.6804138974489575,928.9877423534608,,30.546394514800646,0
,,,,0.14784633294528504,5.577620420536306,66.92767551424492,2.0,442.0,817.0,4.352153667054715,neural_tube_membrane,True,,86,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,55.05536550223862,1.1073237432091836,127.36822944016177,17.354814529418945,16.33651055341118,,,,,1.0780050464327589,443.45028086202643,,22.93243494995525,0
,,,,1.034296028880866,17.558926472282984,127.68637591829523,5.0,631.0,514.0,4.034296028880866,neural_tube_membrane,True,,87,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,56.52809087947493,0.8862687213694632,230.51218273965517,18.582231521606445,19.00949084451397,,,,,1.689397615790787,1181.9929802516533,,36.14115799388943,0
,,,,0.534296028880866,12.350158733156654,76.53005045463419,2.0,614.0,380.0,4.034296028880866,neural_tube_membrane,True,,88,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,81.25670636153244,0.8617909772767228,246.9401800487902,18.5201358795166,17.71193403512141,,,,,1.2529039370034436,1191.2236685771836,,30.870294612673256,0
,,,,0.7317596917553352,13.233955317188133,38.52698174450431,12.0,171.0,335.0,4.034296028880866,neural_tube_membrane,True,,89,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,15.359820234302704,0.8862687213694632,364.1609017159926,19.886964797973633,20.855894328668608,,,,,1.241459448615212,963.583814331827,,33.120920115161766,0
,,,,0.7223977700445704,9.47496636754672,51.13328487209498,19.0,44.0,845.0,4.352153667054715,neural_tube_membrane,True,,90,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,26.09226784024297,1.1073237432091836,241.23101313861332,18.308963775634766,17.953608463586697,,,,,0.7480426196251578,693.334710983114,,27.783930143181486,0
,,,,0.852153667054715,13.108376306495998,116.98850833714191,7.0,600.0,129.0,4.647846332945285,neural_tube_membrane,True,,91,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,43.68121889522004,1.348165866670692,250.57864552255478,18.283557891845703,17.955620016698507,,,,,0.7899444317292723,983.7021348703526,,31.3919341983417,0
,,,,1.034296028880866,11.316085386503865,42.354514873913885,20.0,118.0,741.0,4.034296028880866,neural_tube_membrane,True,,92,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,42.553236206804186,0.49228420264767014,136.53237313013852,18.657562255859375,17.707311011215843,,,,,1.689397615790787,890.2502100697226,,29.97364764236324,0
,,,,0.9880110689029744,13.870974708984662,38.49058880318124,3.0,661.0,611.0,4.647846332945285,neural_tube_membrane,True,,93,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,20.90766319356672,1.348165866670692,260.5281797530301,19.430601119995117,19.651035554250978,,,,,0.7726616545296714,938.2626584025987,,33.30157582897978,0
,,,,0.7317596917553352,16.17904828774717,40.544803335518644,14.0,61.0,137.0,4.034296028880866,neural_tube_membrane,True,,94,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,12.80920406766613,0.8862687213694632,291.7721249151264,18.476369857788086,18.812975335625207,,,,,1.2420797488564206,1258.8962714680117,,34.65541814553526,0
,,,,0.35215366705471496,10.250333648989638,100.44523972009863,3.0,914.0,40.0,4.352153667054715,neural_tube_membrane,True,,95,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,35.253969108670304,1.1073237432091836,368.6280178923858,19.190153121948242,19.034479405930547,,,,,1.1073237432091836,997.3264586543661,,29.44048677093788,0
,,,,0.14784633294528504,20.562464806882474,41.94442979372083,14.0,940.0,581.0,4.352153667054715,neural_tube_membrane,True,,96,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,24.40798714202692,1.1073237432091836,260.5281797530301,19.261367797851562,19.651035554250978,,,,,0.7899444317292723,1676.6398571948048,,39.82383260473404,0
,,,,0.7317596917553352,10.920536621009518,49.27033755054221,16.0,530.0,146.0,4.034296028880866,neural_tube_membrane,True,,97,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,85.4809389243492,0.860026020507889,101.31019504218521,19.15277862548828,17.777530987160674,,,,,1.0883714811827925,862.6236702951057,,30.0733152464978,0
,,,,0.5214005544352327,12.286606108316562,74.892110292297,6.0,192.0,742.0,4.352153667054715,neural_tube_membrane,True,,98,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,22.429986584811566,1.1073237432091836,254.57738803185342,18.45034408569336,18.18313761542857,,,,,1.0693967426001814,819.9722203737608,,30.73695019400992,0
,,,,1.1488116796754502,10.04682073930956,91.09063003954698,4.0,741.0,404.0,4.034296028880866,neural_tube_membrane,True,,99,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,36.22222167017887,0.8862687213694632,296.77900489180274,17.1901912689209,18.184789950327733,,,,,1.679174061474688,708.6111847207035,,27.237012008230458,0
,,,,1.034296028880866,15.965612427332161,20.694774796235546,8.0,557.0,146.0,4.034296028880866,neural_tube_membrane,True,,100,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,19.329699698794823,0.8862687213694632,217.83715881047473,18.481853485107422,17.51969383796183,,,,,1.689397615790787,1684.0199953594406,,34.44746591243958,0
,,,,1.034296028880866,18.472830521440436,63.508538509924634,4.0,890.0,266.0,4.034296028880866,neural_tube_membrane,True,,101,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,43.266485072604,0.8862687213694632,283.6768823211958,19.292903900146484,19.855480456421386,,,,,1.689397615790787,1077.9200141471104,,37.76573442158692,0
,,,,1.534296028880866,14.856532293389506,34.137025269353366,6.0,935.0,14.0,4.965703971119134,neural_tube_membrane,True,,102,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,15.742583974109028,1.627356178270264,298.89630084317315,18.758773803710938,19.242451092415017,,,,,1.2529039370034436,1016.163088538943,,33.615306097100444,0
,,,,0.13123996403845334,11.753527574820275,33.18991334486674,20.0,5.5290037831021435,511.0,4.372005044136191,neural_tube_membrane,True,,103,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,29.577608999302083,1.184502434171843,309.5024452544019,18.921669006347656,18.799551548426685,,,,,1.1763929464925438,904.6436604082577,,30.67519658116793,0
,,,,1.2529039370034436,19.937767475697513,33.277501775261705,10.0,516.0,660.0,4.034296028880866,neural_tube_membrane,True,,104,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,13.365411862531195,0.8862687213694632,355.6292036361601,18.905052185058594,19.25835978691165,,,,,1.6749072524291124,1092.8045263454708,,38.842819660756106,0
,,,,1.2529039370034436,16.03279337094338,36.814487884534465,15.0,315.0,288.0,4.034296028880866,neural_tube_membrane,True,,105,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,24.689943355810477,0.8862687213694632,245.19328665294762,18.332611083984375,18.172306406008907,,,,,1.673335578585657,1159.08076172395,,34.365404454927756,0
,,,,0.35215366705471496,15.333812729456177,36.220734966502626,15.0,27.0,394.0,4.352153667054715,neural_tube_membrane,True,,106,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,34.446905559172876,1.0445500014568265,186.82990968965575,19.1136531829834,18.785175699169464,,,,,1.1073237432091836,1684.01999535944,,34.447465912439576,0
,,,,0.35215366705471496,16.41221050778799,87.80170645144271,19.0,449.0,128.0,4.352153667054715,neural_tube_membrane,True,,107,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,84.48361969978984,1.1073237432091836,605.2592119340885,19.163415908813477,18.405409495775615,,,,,1.1073237432091836,1223.5982441495855,,35.575626416601466,0
,,,,1.034296028880866,11.77081391253909,51.54411861945064,9.0,196.0,200.0,4.034296028880866,neural_tube_membrane,True,,108,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,19.635038450550834,0.8862687213694632,242.56879679029262,18.473512649536133,17.747009633237674,,,,,1.689397615790787,920.5251974538289,,30.244326562075223,0
,,,,0.14784633294528504,10.05276026366375,34.67276974913584,13.0,651.0,390.0,4.352153667054715,neural_tube_membrane,True,,109,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,57.28636918096971,1.1073237432091836,333.7927514397103,19.77950096130371,20.248915651525994,,,,,0.7899444317292723,849.0577745714282,,29.83226122496746,0
,,,,0.14784633294528504,14.84756306933216,17.903201871807084,3.0,659.0,13.0,4.352153667054715,neural_tube_membrane,True,,110,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,9.217289551161334,1.1073237432091836,311.3619746972253,18.762449264526367,18.397370713585723,,,,,0.7899444317292723,918.591628353134,,33.61001233385853,0
,,,,0.14784633294528504,15.291571190583007,38.24168851454603,15.0,66.0,249.0,4.352153667054715,neural_tube_membrane,True,,111,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,44.63827155575569,0.7269679593680456,160.05416069487615,18.91281509399414,17.504707089842814,,,,,0.7899444317292723,1343.0137565660802,,34.20438628457715,0
,,,,0.35215366705471496,17.227606161139512,55.800993281508504,6.0,156.0,167.0,4.352153667054715,neural_tube_membrane,True,,112,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,54.422914033781865,1.0445500014568265,223.2051367529225,18.24981117248535,17.684557835225903,,,,,1.1073237432091836,1150.3965538365348,,35.477417333624864,0
,,,,0.35215366705471496,16.459425625110114,57.709791349317214,2.0,982.0,372.0,4.352153667054715,neural_tube_membrane,True,,113,released NPZ prediction plus independently decoded ground-truth raster,matched_groundtruth_centers,32.48612710181979,1.1073237432091836,278.573923331072,18.900737762451172,18.619222394440495,,,,,1.1073237432091836,1229.4674856585252,,35.360163387561286,0
,,,,2.5495097567963922,7.334093095629839,48.82145371779616,10.0,396.0,455.0,5.0,neural_tube_membrane,True,,0,released NPZ prediction plus independently decoded ground-truth raster,predicted_centers,28.81252148531252,0.8660254037844386,312.105350403826,18.837512969970703,18.397585161710133,,,,,2.9477878358185823,476.8840583611682,,26.171606065600542,0
,,,,2.0,14.824583834453222,40.07034010348215,20.0,910.0,679.0,5.0,neural_tube_membrane,True,,1,released NPZ prediction plus independently decoded ground-truth raster,predicted_centers,21.795245905544306,0.8660254037844386,328.78969484768083,19.15679359436035,18.397327679545214,,,,,2.598076211353316,1081.6473033900938,,33.98137742881357,0
,,,,0.5,14.827741789055466,38.91070038092214,20.0,170.0,726.0,4.0,neural_tube_membrane,True,,2,released NPZ prediction plus independently decoded ground-truth raster,predicted_centers,19.978276586320824,0.8660254037844386,250.68122921523238,19.119380950927734,19.858146922438785,,,,,0.7071067811865476,985.3703833195165,,33.9471227399832,0
